"Time","Region Code","Region","Total population (Both sexes)【person】","Annotation"
"Oct.1975","00000","Japan","111939643","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.1975","00000","Japan","112041000",""
"Dec.1975","00000","Japan","112135000",""
"Jan.1976","00000","Japan","112175000",""
"Feb.1976","00000","Japan","112310000",""
"Mar.1976","00000","Japan","112373000",""
"Apr.1976","00000","Japan","112467000",""
"May 1976","00000","Japan","112553000",""
"Jun.1976","00000","Japan","112687000",""
"Jul.1976","00000","Japan","112775000",""
"Aug.1976","00000","Japan","112824000",""
"Sep.1976","00000","Japan","112987000",""
"Oct.1976","00000","Japan","113094000",""
"Nov.1976","00000","Japan","113193000",""
"Dec.1976","00000","Japan","113281000",""
"Jan.1977","00000","Japan","113310000",""
"Feb.1977","00000","Japan","113442000",""
"Mar.1977","00000","Japan","113497000",""
"Apr.1977","00000","Japan","113574000",""
"May 1977","00000","Japan","113645000",""
"Jun.1977","00000","Japan","113781000",""
"Jul.1977","00000","Japan","113872000",""
"Aug.1977","00000","Japan","113916000",""
"Sep.1977","00000","Japan","114069000",""
"Oct.1977","00000","Japan","114165000",""
"Nov.1977","00000","Japan","114267000",""
"Dec.1977","00000","Japan","114352000",""
"Jan.1978","00000","Japan","114376000",""
"Feb.1978","00000","Japan","114503000",""
"Mar.1978","00000","Japan","114555000",""
"Apr.1978","00000","Japan","114637000",""
"May 1978","00000","Japan","114704000",""
"Jun.1978","00000","Japan","114832000",""
"Jul.1978","00000","Japan","114913000",""
"Aug.1978","00000","Japan","114953000",""
"Sep.1978","00000","Japan","115096000",""
"Oct.1978","00000","Japan","115190000",""
"Nov.1978","00000","Japan","115277000",""
"Dec.1978","00000","Japan","115354000",""
"Jan.1979","00000","Japan","115378000",""
"Feb.1979","00000","Japan","115519000",""
"Mar.1979","00000","Japan","115564000",""
"Apr.1979","00000","Japan","115641000",""
"May 1979","00000","Japan","115691000",""
"Jun.1979","00000","Japan","115815000",""
"Jul.1979","00000","Japan","115890000",""
"Aug.1979","00000","Japan","115914000",""
"Sep.1979","00000","Japan","116064000",""
"Oct.1979","00000","Japan","116155000",""
"Nov.1979","00000","Japan","116257000",""
"Dec.1979","00000","Japan","116319000",""
"Jan.1980","00000","Japan","116332000",""
"Feb.1980","00000","Japan","116462000",""
"Mar.1980","00000","Japan","116500000",""
"Apr.1980","00000","Japan","116565000",""
"May 1980","00000","Japan","116627000",""
"Jun.1980","00000","Japan","116732000",""
"Jul.1980","00000","Japan","116807000",""
"Aug.1980","00000","Japan","116829000",""
"Sep.1980","00000","Japan","116970000",""
"Oct.1980","00000","Japan","117060396","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.1980","00000","Japan","117136000",""
"Dec.1980","00000","Japan","117213000",""
"Jan.1981","00000","Japan","117201000",""
"Feb.1981","00000","Japan","117337000",""
"Mar.1981","00000","Japan","117365000",""
"Apr.1981","00000","Japan","117427000",""
"May 1981","00000","Japan","117493000",""
"Jun.1981","00000","Japan","117593000",""
"Jul.1981","00000","Japan","117661000",""
"Aug.1981","00000","Japan","117681000",""
"Sep.1981","00000","Japan","117815000",""
"Oct.1981","00000","Japan","117902000",""
"Nov.1981","00000","Japan","117964000",""
"Dec.1981","00000","Japan","118038000",""
"Jan.1982","00000","Japan","118048000",""
"Feb.1982","00000","Japan","118173000",""
"Mar.1982","00000","Japan","118188000",""
"Apr.1982","00000","Japan","118249000",""
"May 1982","00000","Japan","118303000",""
"Jun.1982","00000","Japan","118407000",""
"Jul.1982","00000","Japan","118480000",""
"Aug.1982","00000","Japan","118504000",""
"Sep.1982","00000","Japan","118647000",""
"Oct.1982","00000","Japan","118728000",""
"Nov.1982","00000","Japan","118810000",""
"Dec.1982","00000","Japan","118877000",""
"Jan.1983","00000","Japan","118885000",""
"Feb.1983","00000","Japan","119004000",""
"Mar.1983","00000","Japan","119011000",""
"Apr.1983","00000","Japan","119078000",""
"May 1983","00000","Japan","119131000",""
"Jun.1983","00000","Japan","119240000",""
"Jul.1983","00000","Japan","119307000",""
"Aug.1983","00000","Japan","119325000",""
"Sep.1983","00000","Japan","119456000",""
"Oct.1983","00000","Japan","119536000",""
"Nov.1983","00000","Japan","119608000",""
"Dec.1983","00000","Japan","119669000",""
"Jan.1984","00000","Japan","119672000",""
"Feb.1984","00000","Japan","119797000",""
"Mar.1984","00000","Japan","119803000",""
"Apr.1984","00000","Japan","119869000",""
"May 1984","00000","Japan","119916000",""
"Jun.1984","00000","Japan","120021000",""
"Jul.1984","00000","Japan","120083000",""
"Aug.1984","00000","Japan","120104000",""
"Sep.1984","00000","Japan","120220000",""
"Oct.1984","00000","Japan","120305000",""
"Nov.1984","00000","Japan","120371000",""
"Dec.1984","00000","Japan","120441000",""
"Jan.1985","00000","Japan","120429000",""
"Feb.1985","00000","Japan","120557000",""
"Mar.1985","00000","Japan","120566000",""
"Apr.1985","00000","Japan","120628000",""
"May 1985","00000","Japan","120678000",""
"Jun.1985","00000","Japan","120781000",""
"Jul.1985","00000","Japan","120837000",""
"Aug.1985","00000","Japan","120844000",""
"Sep.1985","00000","Japan","120956000",""
"Oct.1985","00000","Japan","121048923","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.1985","00000","Japan","121112000",""
"Dec.1985","00000","Japan","121168000",""
"Jan.1986","00000","Japan","121121000",""
"Feb.1986","00000","Japan","121244000",""
"Mar.1986","00000","Japan","121232000",""
"Apr.1986","00000","Japan","121310000",""
"May 1986","00000","Japan","121348000",""
"Jun.1986","00000","Japan","121431000",""
"Jul.1986","00000","Japan","121482000",""
"Aug.1986","00000","Japan","121467000",""
"Sep.1986","00000","Japan","121577000",""
"Oct.1986","00000","Japan","121660000",""
"Nov.1986","00000","Japan","121704000",""
"Dec.1986","00000","Japan","121771000",""
"Jan.1987","00000","Japan","121718000",""
"Feb.1987","00000","Japan","121865000",""
"Mar.1987","00000","Japan","121825000",""
"Apr.1987","00000","Japan","121891000",""
"May 1987","00000","Japan","121941000",""
"Jun.1987","00000","Japan","122033000",""
"Jul.1987","00000","Japan","122069000",""
"Aug.1987","00000","Japan","122017000",""
"Sep.1987","00000","Japan","122153000",""
"Oct.1987","00000","Japan","122239000",""
"Nov.1987","00000","Japan","122275000",""
"Dec.1987","00000","Japan","122342000",""
"Jan.1988","00000","Japan","122277000",""
"Feb.1988","00000","Japan","122403000",""
"Mar.1988","00000","Japan","122355000",""
"Apr.1988","00000","Japan","122427000",""
"May 1988","00000","Japan","122407000",""
"Jun.1988","00000","Japan","122552000",""
"Jul.1988","00000","Japan","122578000",""
"Aug.1988","00000","Japan","122513000",""
"Sep.1988","00000","Japan","122651000",""
"Oct.1988","00000","Japan","122745000",""
"Nov.1988","00000","Japan","122806000",""
"Dec.1988","00000","Japan","122863000",""
"Jan.1989","00000","Japan","122772000",""
"Feb.1989","00000","Japan","122897000",""
"Mar.1989","00000","Japan","122851000",""
"Apr.1989","00000","Japan","122925000",""
"May 1989","00000","Japan","122915000",""
"Jun.1989","00000","Japan","123052000",""
"Jul.1989","00000","Japan","123069000",""
"Aug.1989","00000","Japan","122992000",""
"Sep.1989","00000","Japan","123115000",""
"Oct.1989","00000","Japan","123205000",""
"Nov.1989","00000","Japan","123253000",""
"Dec.1989","00000","Japan","123293000",""
"Jan.1990","00000","Japan","123210000",""
"Feb.1990","00000","Japan","123325000",""
"Mar.1990","00000","Japan","123263000",""
"Apr.1990","00000","Japan","123337000",""
"May 1990","00000","Japan","123316000",""
"Jun.1990","00000","Japan","123447000",""
"Jul.1990","00000","Japan","123478000",""
"Aug.1990","00000","Japan","123402000",""
"Sep.1990","00000","Japan","123505000",""
"Oct.1990","00000","Japan","123611167","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.1990","00000","Japan","123665000",""
"Dec.1990","00000","Japan","123702000",""
"Jan.1991","00000","Japan","123606000",""
"Feb.1991","00000","Japan","123797000",""
"Mar.1991","00000","Japan","123817000",""
"Apr.1991","00000","Japan","123869000",""
"May 1991","00000","Japan","123826000",""
"Jun.1991","00000","Japan","123922000",""
"Jul.1991","00000","Japan","123964000",""
"Aug.1991","00000","Japan","123895000",""
"Sep.1991","00000","Japan","123997000",""
"Oct.1991","00000","Japan","124101000",""
"Nov.1991","00000","Japan","124143000",""
"Dec.1991","00000","Japan","124204000",""
"Jan.1992","00000","Japan","124067000",""
"Feb.1992","00000","Japan","124217000",""
"Mar.1992","00000","Japan","124179000",""
"Apr.1992","00000","Japan","124259000",""
"May 1992","00000","Japan","124298000",""
"Jun.1992","00000","Japan","124367000",""
"Jul.1992","00000","Japan","124425000",""
"Aug.1992","00000","Japan","124341000",""
"Sep.1992","00000","Japan","124468000",""
"Oct.1992","00000","Japan","124567000",""
"Nov.1992","00000","Japan","124566000",""
"Dec.1992","00000","Japan","124650000",""
"Jan.1993","00000","Japan","124528000",""
"Feb.1993","00000","Japan","124665000",""
"Mar.1993","00000","Japan","124625000",""
"Apr.1993","00000","Japan","124677000",""
"May 1993","00000","Japan","124650000",""
"Jun.1993","00000","Japan","124791000",""
"Jul.1993","00000","Japan","124829000",""
"Aug.1993","00000","Japan","124725000",""
"Sep.1993","00000","Japan","124846000",""
"Oct.1993","00000","Japan","124938000",""
"Nov.1993","00000","Japan","124961000",""
"Dec.1993","00000","Japan","125002000",""
"Jan.1994","00000","Japan","124870000",""
"Feb.1994","00000","Japan","125019000",""
"Mar.1994","00000","Japan","124965000",""
"Apr.1994","00000","Japan","125018000",""
"May 1994","00000","Japan","124967000",""
"Jun.1994","00000","Japan","125137000",""
"Jul.1994","00000","Japan","125178000",""
"Aug.1994","00000","Japan","125071000",""
"Sep.1994","00000","Japan","125183000",""
"Oct.1994","00000","Japan","125265000",""
"Nov.1994","00000","Japan","125338000",""
"Dec.1994","00000","Japan","125385000",""
"Jan.1995","00000","Japan","125245000",""
"Feb.1995","00000","Japan","125405000",""
"Mar.1995","00000","Japan","125327000",""
"Apr.1995","00000","Japan","125362000",""
"May 1995","00000","Japan","125324000",""
"Jun.1995","00000","Japan","125448000",""
"Jul.1995","00000","Japan","125472000",""
"Aug.1995","00000","Japan","125362000",""
"Sep.1995","00000","Japan","125457000",""
"Oct.1995","00000","Japan","125570246","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.1995","00000","Japan","125615000",""
"Dec.1995","00000","Japan","125648000",""
"Jan.1996","00000","Japan","125500000",""
"Feb.1996","00000","Japan","125633000",""
"Mar.1996","00000","Japan","125587000",""
"Apr.1996","00000","Japan","125634000",""
"May 1996","00000","Japan","125621000",""
"Jun.1996","00000","Japan","125719000",""
"Jul.1996","00000","Japan","125757000",""
"Aug.1996","00000","Japan","125658000",""
"Sep.1996","00000","Japan","125737000",""
"Oct.1996","00000","Japan","125859000",""
"Nov.1996","00000","Japan","125890000",""
"Dec.1996","00000","Japan","125939000",""
"Jan.1997","00000","Japan","125747000",""
"Feb.1997","00000","Japan","125912000",""
"Mar.1997","00000","Japan","125860000",""
"Apr.1997","00000","Japan","125942000",""
"May 1997","00000","Japan","125960000",""
"Jun.1997","00000","Japan","126013000",""
"Jul.1997","00000","Japan","126057000",""
"Aug.1997","00000","Japan","125972000",""
"Sep.1997","00000","Japan","126062000",""
"Oct.1997","00000","Japan","126157000",""
"Nov.1997","00000","Japan","126191000",""
"Dec.1997","00000","Japan","126258000",""
"Jan.1998","00000","Japan","126096000",""
"Feb.1998","00000","Japan","126305000",""
"Mar.1998","00000","Japan","126207000",""
"Apr.1998","00000","Japan","126271000",""
"May 1998","00000","Japan","126293000",""
"Jun.1998","00000","Japan","126362000",""
"Jul.1998","00000","Japan","126400000",""
"Aug.1998","00000","Japan","126307000",""
"Sep.1998","00000","Japan","126398000",""
"Oct.1998","00000","Japan","126472000",""
"Nov.1998","00000","Japan","126505000",""
"Dec.1998","00000","Japan","126568000",""
"Jan.1999","00000","Japan","126432000",""
"Feb.1999","00000","Japan","126566000",""
"Mar.1999","00000","Japan","126473000",""
"Apr.1999","00000","Japan","126535000",""
"May 1999","00000","Japan","126473000",""
"Jun.1999","00000","Japan","126618000",""
"Jul.1999","00000","Japan","126631000",""
"Aug.1999","00000","Japan","126531000",""
"Sep.1999","00000","Japan","126611000",""
"Oct.1999","00000","Japan","126667000",""
"Nov.1999","00000","Japan","126735000",""
"Dec.1999","00000","Japan","126772000",""
"Jan.2000","00000","Japan","126746000",""
"Feb.2000","00000","Japan","126794000",""
"Mar.2000","00000","Japan","126714000",""
"Apr.2000","00000","Japan","126758000",""
"May 2000","00000","Japan","126737000",""
"Jun.2000","00000","Japan","126826000",""
"Jul.2000","00000","Japan","126843000",""
"Aug.2000","00000","Japan","126770000",""
"Sep.2000","00000","Japan","126837000",""
"Oct.2000","00000","Japan","126925843","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.2000","00000","Japan","126998000",""
"Dec.2000","00000","Japan","127027000",""
"Jan.2001","00000","Japan","126912000",""
"Feb.2001","00000","Japan","127050000",""
"Mar.2001","00000","Japan","126980000",""
"Apr.2001","00000","Japan","127052000",""
"May 2001","00000","Japan","127011000",""
"Jun.2001","00000","Japan","127125000",""
"Jul.2001","00000","Japan","127149000",""
"Aug.2001","00000","Japan","127069000",""
"Sep.2001","00000","Japan","127131000",""
"Oct.2001","00000","Japan","127316000",""
"Nov.2001","00000","Japan","127396000",""
"Dec.2001","00000","Japan","127397000",""
"Jan.2002","00000","Japan","127261000",""
"Feb.2002","00000","Japan","127343000",""
"Mar.2002","00000","Japan","127272000",""
"Apr.2002","00000","Japan","127371000",""
"May 2002","00000","Japan","127350000",""
"Jun.2002","00000","Japan","127418000",""
"Jul.2002","00000","Japan","127445000",""
"Aug.2002","00000","Japan","127362000",""
"Sep.2002","00000","Japan","127405000",""
"Oct.2002","00000","Japan","127486000",""
"Nov.2002","00000","Japan","127527000",""
"Dec.2002","00000","Japan","127564000",""
"Jan.2003","00000","Japan","127400000",""
"Feb.2003","00000","Japan","127563000",""
"Mar.2003","00000","Japan","127468000",""
"Apr.2003","00000","Japan","127623000",""
"May 2003","00000","Japan","127672000",""
"Jun.2003","00000","Japan","127733000",""
"Jul.2003","00000","Japan","127718000",""
"Aug.2003","00000","Japan","127643000",""
"Sep.2003","00000","Japan","127645000",""
"Oct.2003","00000","Japan","127694000",""
"Nov.2003","00000","Japan","127704000",""
"Dec.2003","00000","Japan","127750000",""
"Jan.2004","00000","Japan","127603000",""
"Feb.2004","00000","Japan","127739000",""
"Mar.2004","00000","Japan","127675000",""
"Apr.2004","00000","Japan","127736000",""
"May 2004","00000","Japan","127654000",""
"Jun.2004","00000","Japan","127768000",""
"Jul.2004","00000","Japan","127761000",""
"Aug.2004","00000","Japan","127703000",""
"Sep.2004","00000","Japan","127730000",""
"Oct.2004","00000","Japan","127787000",""
"Nov.2004","00000","Japan","127819000",""
"Dec.2004","00000","Japan","127838000",""
"Jan.2005","00000","Japan","127740000",""
"Feb.2005","00000","Japan","127793000",""
"Mar.2005","00000","Japan","127714000",""
"Apr.2005","00000","Japan","127791000",""
"May 2005","00000","Japan","127647000",""
"Jun.2005","00000","Japan","127780000",""
"Jul.2005","00000","Japan","127773000",""
"Aug.2005","00000","Japan","127729000",""
"Sep.2005","00000","Japan","127734000",""
"Oct.2005","00000","Japan","127767994","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.2005","00000","Japan","127792000",""
"Dec.2005","00000","Japan","127795000",""
"Jan.2006","00000","Japan","127781000",""
"Feb.2006","00000","Japan","127776000",""
"Mar.2006","00000","Japan","127761000",""
"Apr.2006","00000","Japan","127788000",""
"May 2006","00000","Japan","127777000",""
"Jun.2006","00000","Japan","127825000",""
"Jul.2006","00000","Japan","127854000",""
"Aug.2006","00000","Japan","127876000",""
"Sep.2006","00000","Japan","127862000",""
"Oct.2006","00000","Japan","127901000",""
"Nov.2006","00000","Japan","127925000",""
"Dec.2006","00000","Japan","127935000",""
"Jan.2007","00000","Japan","127925000",""
"Feb.2007","00000","Japan","127938000",""
"Mar.2007","00000","Japan","127908000",""
"Apr.2007","00000","Japan","127942000",""
"May 2007","00000","Japan","127925000",""
"Jun.2007","00000","Japan","127971000",""
"Jul.2007","00000","Japan","128001000",""
"Aug.2007","00000","Japan","128024000",""
"Sep.2007","00000","Japan","127997000",""
"Oct.2007","00000","Japan","128033000",""
"Nov.2007","00000","Japan","128047000",""
"Dec.2007","00000","Japan","128050000",""
"Jan.2008","00000","Japan","128026000",""
"Feb.2008","00000","Japan","128020000",""
"Mar.2008","00000","Japan","127992000",""
"Apr.2008","00000","Japan","128013000",""
"May 2008","00000","Japan","127999000",""
"Jun.2008","00000","Japan","128032000",""
"Jul.2008","00000","Japan","128063000",""
"Aug.2008","00000","Japan","128075000",""
"Sep.2008","00000","Japan","128043000",""
"Oct.2008","00000","Japan","128084000",""
"Nov.2008","00000","Japan","128098000",""
"Dec.2008","00000","Japan","128099000",""
"Jan.2009","00000","Japan","128069000",""
"Feb.2009","00000","Japan","128048000",""
"Mar.2009","00000","Japan","128013000",""
"Apr.2009","00000","Japan","128022000",""
"May 2009","00000","Japan","127996000",""
"Jun.2009","00000","Japan","128026000",""
"Jul.2009","00000","Japan","128047000",""
"Aug.2009","00000","Japan","128040000",""
"Sep.2009","00000","Japan","128002000",""
"Oct.2009","00000","Japan","128032000",""
"Nov.2009","00000","Japan","128055000",""
"Dec.2009","00000","Japan","128059000",""
"Jan.2010","00000","Japan","128032000",""
"Feb.2010","00000","Japan","128052000",""
"Mar.2010","00000","Japan","128003000",""
"Apr.2010","00000","Japan","128032000",""
"May 2010","00000","Japan","128011000",""
"Jun.2010","00000","Japan","128041000",""
"Jul.2010","00000","Japan","128070000",""
"Aug.2010","00000","Japan","128069000",""
"Sep.2010","00000","Japan","128028000",""
"Oct.2010","00000","Japan","128057352","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.2010","00000","Japan","128066000",""
"Dec.2010","00000","Japan","128058000",""
"Jan.2011","00000","Japan","128027000",""
"Feb.2011","00000","Japan","127994000",""
"Mar.2011","00000","Japan","127945000",""
"Apr.2011","00000","Japan","127708000",""
"May 2011","00000","Japan","127749000",""
"Jun.2011","00000","Japan","127809000",""
"Jul.2011","00000","Japan","127833000",""
"Aug.2011","00000","Japan","127838000",""
"Sep.2011","00000","Japan","127797000",""
"Oct.2011","00000","Japan","127834000",""
"Nov.2011","00000","Japan","127839000",""
"Dec.2011","00000","Japan","127831000",""
"Jan.2012","00000","Japan","127708000",""
"Feb.2012","00000","Japan","127678000",""
"Mar.2012","00000","Japan","127629000",""
"Apr.2012","00000","Japan","127625000",""
"May 2012","00000","Japan","127584000",""
"Jun.2012","00000","Japan","127611000",""
"Jul.2012","00000","Japan","127629000",""
"Aug.2012","00000","Japan","127625000",""
"Sep.2012","00000","Japan","127561000",""
"Oct.2012","00000","Japan","127593000",""
"Nov.2012","00000","Japan","127593000",""
"Dec.2012","00000","Japan","127575000",""
"Jan.2013","00000","Japan","127529000",""
"Feb.2013","00000","Japan","127501000",""
"Mar.2013","00000","Japan","127429000",""
"Apr.2013","00000","Japan","127450000",""
"May 2013","00000","Japan","127409000",""
"Jun.2013","00000","Japan","127428000",""
"Jul.2013","00000","Japan","127445000",""
"Aug.2013","00000","Japan","127445000",""
"Sep.2013","00000","Japan","127375000",""
"Oct.2013","00000","Japan","127414000",""
"Nov.2013","00000","Japan","127413000",""
"Dec.2013","00000","Japan","127399000",""
"Jan.2014","00000","Japan","127357000",""
"Feb.2014","00000","Japan","127315000",""
"Mar.2014","00000","Japan","127267000",""
"Apr.2014","00000","Japan","127270000",""
"May 2014","00000","Japan","127235000",""
"Jun.2014","00000","Japan","127254000",""
"Jul.2014","00000","Japan","127276000",""
"Aug.2014","00000","Japan","127270000",""
"Sep.2014","00000","Japan","127197000",""
"Oct.2014","00000","Japan","127237000",""
"Nov.2014","00000","Japan","127240000",""
"Dec.2014","00000","Japan","127225000",""
"Jan.2015","00000","Japan","127177000",""
"Feb.2015","00000","Japan","127158000",""
"Mar.2015","00000","Japan","127066000",""
"Apr.2015","00000","Japan","127112000",""
"May 2015","00000","Japan","127080000",""
"Jun.2015","00000","Japan","127109000",""
"Jul.2015","00000","Japan","127141000",""
"Aug.2015","00000","Japan","127128000",""
"Sep.2015","00000","Japan","127065000",""
"Oct.2015","00000","Japan","127094745","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.2015","00000","Japan","127104000",""
"Dec.2015","00000","Japan","127106000",""
"Jan.2016","00000","Japan","127053000",""
"Feb.2016","00000","Japan","127050000",""
"Mar.2016","00000","Japan","126992000",""
"Apr.2016","00000","Japan","127029000",""
"May 2016","00000","Japan","126988000",""
"Jun.2016","00000","Japan","127042000",""
"Jul.2016","00000","Japan","127076000",""
"Aug.2016","00000","Japan","127067000",""
"Sep.2016","00000","Japan","127002000",""
"Oct.2016","00000","Japan","127042000",""
"Nov.2016","00000","Japan","127055000",""
"Dec.2016","00000","Japan","127044000",""
"Jan.2017","00000","Japan","126955000",""
"Feb.2017","00000","Japan","126933000",""
"Mar.2017","00000","Japan","126906000",""
"Apr.2017","00000","Japan","126920000",""
"May 2017","00000","Japan","126893000",""
"Jun.2017","00000","Japan","126943000",""
"Jul.2017","00000","Japan","126972000",""
"Aug.2017","00000","Japan","126949000",""
"Sep.2017","00000","Japan","126881000",""
"Oct.2017","00000","Japan","126919000",""
"Nov.2017","00000","Japan","126934000",""
"Dec.2017","00000","Japan","126922000",""
"Jan.2018","00000","Japan","126825000",""
"Feb.2018","00000","Japan","126851000",""
"Mar.2018","00000","Japan","126743000",""
"Apr.2018","00000","Japan","126760000",""
"May 2018","00000","Japan","126732000",""
"Jun.2018","00000","Japan","126783000",""
"Jul.2018","00000","Japan","126811000",""
"Aug.2018","00000","Japan","126785000",""
"Sep.2018","00000","Japan","126714000",""
"Oct.2018","00000","Japan","126749000",""
"Nov.2018","00000","Japan","126765000",""
"Dec.2018","00000","Japan","126753000",""
"Jan.2019","00000","Japan","126641000",""
"Feb.2019","00000","Japan","126642000",""
"Mar.2019","00000","Japan","126587000",""
"Apr.2019","00000","Japan","126600000",""
"May 2019","00000","Japan","126534000",""
"Jun.2019","00000","Japan","126612000",""
"Jul.2019","00000","Japan","126633000",""
"Aug.2019","00000","Japan","126593000",""
"Sep.2019","00000","Japan","126513000",""
"Oct.2019","00000","Japan","126555000",""
"Nov.2019","00000","Japan","126553000",""
"Dec.2019","00000","Japan","126540000",""
"Jan.2020","00000","Japan","126387000",""
"Feb.2020","00000","Japan","126409000",""
"Mar.2020","00000","Japan","126370000",""
"Apr.2020","00000","Japan","126342000",""
"May 2020","00000","Japan","126310000",""
"Jun.2020","00000","Japan","126279000",""
"Jul.2020","00000","Japan","126261000",""
"Aug.2020","00000","Japan","126239000",""
"Sep.2020","00000","Japan","126187000",""
"Oct.2020","00000","Japan","126146099","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"Nov.2020","00000","Japan","125669000",""
"Dec.2020","00000","Japan","125651000",""
"Jan.2021","00000","Japan","125630000",""
"Feb.2021","00000","Japan","125552000",""
"Mar.2021","00000","Japan","125480000",""
"Apr.2021","00000","Japan","125417000",""
"May 2021","00000","Japan","125339000",""
"Jun.2021","00000","Japan","125285000",""
"Jul.2021","00000","Japan","125682000",""
"Aug.2021","00000","Japan","125633000",""
"Sep.2021","00000","Japan","125559000",""
"Oct.2021","00000","Japan","125502000",""
"Nov.2021","00000","Japan","125443000",""
"Dec.2021","00000","Japan","125380000",""
"Jan.2022","00000","Japan","125309000",""
"Feb.2022","00000","Japan","125194000",""
"Mar.2022","00000","Japan","125103000",""
"Apr.2022","00000","Japan","125071000",""
"May 2022","00000","Japan","125072000",""
"Jun.2022","00000","Japan","125104000",""
"Jul.2022","00000","Japan","125125000",""
"Aug.2022","00000","Japan","125082000",""
"Sep.2022","00000","Japan","124971000",""
"Oct.2022","00000","Japan","124947000",""
"Nov.2022","00000","Japan","124913000",""
"Dec.2022","00000","Japan","124861000",""
"Jan.2023","00000","Japan","124752000",""
"Feb.2023","00000","Japan","124631000",""
"Mar.2023","00000","Japan","124567000",""
"Apr.2023","00000","Japan","124554000",""
"May 2023","00000","Japan","124477000",""
"Jun.2023","00000","Japan","124511000",""
"Jul.2023","00000","Japan","124517000",""
"Aug.2023","00000","Japan","124439000",""
"Sep.2023","00000","Japan","124348000",""
"Oct.2023","00000","Japan","124352000",""
"Nov.2023","00000","Japan","124342000",""
"Dec.2023","00000","Japan","124299000",""
"Jan.2024","00000","Japan","124090000","Preliminary report"
"Feb.2024","00000","Japan","123990000","Preliminary report"
"Mar.2024","00000","Japan","123970000","Preliminary report"
"Apr.2024","00000","Japan","124000000","Preliminary report"
"May 2024","00000","Japan","123930000","Preliminary report"
"1920","00000","Japan","55963053","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1925","00000","Japan","59736822","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1930","00000","Japan","64450005","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1935","00000","Japan","69254148","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1940","00000","Japan","73075071","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications.;Excluding foreigners of nationality other than Korea, Taiwan, Sakhalin and South Sea Islands."
"1945","00000","Japan","71998104","“Population Survey”, Cabinet Bureau of Statistics (currently, Statistics Bureau, Ministry of Internal Affairs and Communications).;All ages are described by the traditional Japanese age system.;Excluding Okinawa Prefecture."
"1950","00000","Japan","84114574","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1951","00000","Japan","84541000","Excluding Okinawa Prefecture."
"1952","00000","Japan","85808000","Excluding Okinawa Prefecture."
"1953","00000","Japan","86981000","Excluding Okinawa Prefecture."
"1954","00000","Japan","88239000","Excluding Okinawa Prefecture."
"1955","00000","Japan","90076594","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1956","00000","Japan","90172000","Excluding Okinawa Prefecture."
"1957","00000","Japan","90928000","Excluding Okinawa Prefecture."
"1958","00000","Japan","91767000","Excluding Okinawa Prefecture."
"1959","00000","Japan","92641000","Excluding Okinawa Prefecture."
"1960","00000","Japan","94301623","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1961","00000","Japan","94287000","Excluding Okinawa Prefecture."
"1962","00000","Japan","95181000","Excluding Okinawa Prefecture."
"1963","00000","Japan","96156000","Excluding Okinawa Prefecture."
"1964","00000","Japan","97182000","Excluding Okinawa Prefecture."
"1965","00000","Japan","99209137","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1966","00000","Japan","99036000","Excluding Okinawa Prefecture."
"1967","00000","Japan","100196000","Excluding Okinawa Prefecture."
"1968","00000","Japan","101331000","Excluding Okinawa Prefecture."
"1969","00000","Japan","102536000","Excluding Okinawa Prefecture."
"1970","00000","Japan","104665171","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1971","00000","Japan","105145000","Excluding Okinawa Prefecture."
"1972","00000","Japan","107595000",""
"1973","00000","Japan","109104000",""
"1974","00000","Japan","110573000",""
"1975","00000","Japan","111939643","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1975","01000","Hokkaido","5338206",""
"1975","02000","Aomori-ken","1468646",""
"1975","03000","Iwate-ken","1385563",""
"1975","04000","Miyagi-ken","1955267",""
"1975","05000","Akita-ken","1232481",""
"1975","06000","Yamagata-ken","1220302",""
"1975","07000","Fukushima-ken","1970616",""
"1975","08000","Ibaraki-ken","2342198",""
"1975","09000","Tochigi-ken","1698003",""
