"Time","Region Code","Region","Total population (Both sexes)【person】","Annotation"
"1988","36000","Tokushima-ken","834000",""
"1988","37000","Kagawa-ken","1025000",""
"1988","38000","Ehime-ken","1522000",""
"1988","39000","Kochi-ken","833000",""
"1988","40000","Fukuoka-ken","4773000",""
"1988","41000","Saga-ken","880000",""
"1988","42000","Nagasaki-ken","1578000",""
"1988","43000","Kumamoto-ken","1842000",""
"1988","44000","Oita-ken","1243000",""
"1988","45000","Miyazaki-ken","1173000",""
"1988","46000","Kagoshima-ken","1812000",""
"1988","47000","Okinawa-ken","1208000",""
"1989","00000","Japan","123205000",""
"1989","01000","Hokkaido","5649000",""
"1989","02000","Aomori-ken","1492000",""
"1989","03000","Iwate-ken","1419000",""
"1989","04000","Miyagi-ken","2236000",""
"1989","05000","Akita-ken","1232000",""
"1989","06000","Yamagata-ken","1260000",""
"1989","07000","Fukushima-ken","2100000",""
"1989","08000","Ibaraki-ken","2822000",""
"1989","09000","Tochigi-ken","1921000",""
"1989","10000","Gumma-ken","1959000",""
"1989","11000","Saitama-ken","6308000",""
"1989","12000","Chiba-ken","5487000",""
"1989","13000","Tokyo-to","11863000",""
"1989","14000","Kanagawa-ken","7891000",""
"1989","15000","Niigata-ken","2476000",""
"1989","16000","Toyama-ken","1121000",""
"1989","17000","Ishikawa-ken","1163000",""
"1989","18000","Fukui-ken","823000",""
"1989","19000","Yamanashi-ken","849000",""
"1989","20000","Nagano-ken","2153000",""
"1989","21000","Gifu-ken","2058000",""
"1989","22000","Shizuoka-ken","3657000",""
"1989","23000","Aichi-ken","6649000",""
"1989","24000","Mie-ken","1782000",""
"1989","25000","Shiga-ken","1206000",""
"1989","26000","Kyoto-fu","2604000",""
"1989","27000","Osaka-fu","8744000",""
"1989","28000","Hyogo-ken","5372000",""
"1989","29000","Nara-ken","1363000",""
"1989","30000","Wakayama-ken","1074000",""
"1989","31000","Tottori-ken","616000",""
"1989","32000","Shimane-ken","785000",""
"1989","33000","Okayama-ken","1925000",""
"1989","34000","Hiroshima-ken","2843000",""
"1989","35000","Yamaguchi-ken","1581000",""
"1989","36000","Tokushima-ken","833000",""
"1989","37000","Kagawa-ken","1023000",""
"1989","38000","Ehime-ken","1519000",""
"1989","39000","Kochi-ken","830000",""
"1989","40000","Fukuoka-ken","4793000",""
"1989","41000","Saga-ken","879000",""
"1989","42000","Nagasaki-ken","1570000",""
"1989","43000","Kumamoto-ken","1841000",""
"1989","44000","Oita-ken","1240000",""
"1989","45000","Miyazaki-ken","1172000",""
"1989","46000","Kagoshima-ken","1805000",""
"1989","47000","Okinawa-ken","1215000",""
"1990","00000","Japan","123611167","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1990","01000","Hokkaido","5643647",""
"1990","02000","Aomori-ken","1482873",""
"1990","03000","Iwate-ken","1416928",""
"1990","04000","Miyagi-ken","2248558",""
"1990","05000","Akita-ken","1227478",""
"1990","06000","Yamagata-ken","1258390",""
"1990","07000","Fukushima-ken","2104058",""
"1990","08000","Ibaraki-ken","2845382",""
"1990","09000","Tochigi-ken","1935168",""
"1990","10000","Gumma-ken","1966265",""
"1990","11000","Saitama-ken","6405319",""
"1990","12000","Chiba-ken","5555429",""
"1990","13000","Tokyo-to","11855563",""
"1990","14000","Kanagawa-ken","7980391",""
"1990","15000","Niigata-ken","2474583",""
"1990","16000","Toyama-ken","1120161",""
"1990","17000","Ishikawa-ken","1164628",""
"1990","18000","Fukui-ken","823585",""
"1990","19000","Yamanashi-ken","852966",""
"1990","20000","Nagano-ken","2156627",""
"1990","21000","Gifu-ken","2066569",""
"1990","22000","Shizuoka-ken","3670840",""
"1990","23000","Aichi-ken","6690603",""
"1990","24000","Mie-ken","1792514",""
"1990","25000","Shiga-ken","1222411",""
"1990","26000","Kyoto-fu","2602460",""
"1990","27000","Osaka-fu","8734516",""
"1990","28000","Hyogo-ken","5405040",""
"1990","29000","Nara-ken","1375481",""
"1990","30000","Wakayama-ken","1074325",""
"1990","31000","Tottori-ken","615722",""
"1990","32000","Shimane-ken","781021",""
"1990","33000","Okayama-ken","1925877",""
"1990","34000","Hiroshima-ken","2849847",""
"1990","35000","Yamaguchi-ken","1572616",""
"1990","36000","Tokushima-ken","831598",""
"1990","37000","Kagawa-ken","1023412",""
"1990","38000","Ehime-ken","1515025",""
"1990","39000","Kochi-ken","825034",""
"1990","40000","Fukuoka-ken","4811050",""
"1990","41000","Saga-ken","877851",""
"1990","42000","Nagasaki-ken","1562959",""
"1990","43000","Kumamoto-ken","1840326",""
"1990","44000","Oita-ken","1236942",""
"1990","45000","Miyazaki-ken","1168907",""
"1990","46000","Kagoshima-ken","1797824",""
"1990","47000","Okinawa-ken","1222398",""
"1991","00000","Japan","124101000",""
"1991","01000","Hokkaido","5650000",""
"1991","02000","Aomori-ken","1479000",""
"1991","03000","Iwate-ken","1416000",""
"1991","04000","Miyagi-ken","2267000",""
"1991","05000","Akita-ken","1223000",""
"1991","06000","Yamagata-ken","1257000",""
"1991","07000","Fukushima-ken","2109000",""
"1991","08000","Ibaraki-ken","2871000",""
"1991","09000","Tochigi-ken","1948000",""
"1991","10000","Gumma-ken","1974000",""
"1991","11000","Saitama-ken","6486000",""
"1991","12000","Chiba-ken","5617000",""
"1991","13000","Tokyo-to","11894000",""
"1991","14000","Kanagawa-ken","8050000",""
"1991","15000","Niigata-ken","2475000",""
"1991","16000","Toyama-ken","1121000",""
"1991","17000","Ishikawa-ken","1167000",""
"1991","18000","Fukui-ken","823000",""
"1991","19000","Yamanashi-ken","860000",""
"1991","20000","Nagano-ken","2162000",""
"1991","21000","Gifu-ken","2073000",""
"1991","22000","Shizuoka-ken","3687000",""
"1991","23000","Aichi-ken","6729000",""
"1991","24000","Mie-ken","1803000",""
"1991","25000","Shiga-ken","1235000",""
"1991","26000","Kyoto-fu","2608000",""
"1991","27000","Osaka-fu","8750000",""
"1991","28000","Hyogo-ken","5426000",""
"1991","29000","Nara-ken","1388000",""
"1991","30000","Wakayama-ken","1076000",""
"1991","31000","Tottori-ken","615000",""
"1991","32000","Shimane-ken","778000",""
"1991","33000","Okayama-ken","1930000",""
"1991","34000","Hiroshima-ken","2859000",""
"1991","35000","Yamaguchi-ken","1569000",""
"1991","36000","Tokushima-ken","831000",""
"1991","37000","Kagawa-ken","1023000",""
"1991","38000","Ehime-ken","1513000",""
"1991","39000","Kochi-ken","822000",""
"1991","40000","Fukuoka-ken","4834000",""
"1991","41000","Saga-ken","878000",""
"1991","42000","Nagasaki-ken","1557000",""
"1991","43000","Kumamoto-ken","1844000",""
"1991","44000","Oita-ken","1235000",""
"1991","45000","Miyazaki-ken","1167000",""
"1991","46000","Kagoshima-ken","1793000",""
"1991","47000","Okinawa-ken","1230000",""
"1992","00000","Japan","124567000",""
"1992","01000","Hokkaido","5661000",""
"1992","02000","Aomori-ken","1476000",""
"1992","03000","Iwate-ken","1416000",""
"1992","04000","Miyagi-ken","2283000",""
"1992","05000","Akita-ken","1220000",""
"1992","06000","Yamagata-ken","1257000",""
"1992","07000","Fukushima-ken","2116000",""
"1992","08000","Ibaraki-ken","2898000",""
"1992","09000","Tochigi-ken","1959000",""
"1992","10000","Gumma-ken","1984000",""
"1992","11000","Saitama-ken","6567000",""
"1992","12000","Chiba-ken","5679000",""
"1992","13000","Tokyo-to","11887000",""
"1992","14000","Kanagawa-ken","8116000",""
"1992","15000","Niigata-ken","2476000",""
"1992","16000","Toyama-ken","1120000",""
"1992","17000","Ishikawa-ken","1171000",""
"1992","18000","Fukui-ken","823000",""
"1992","19000","Yamanashi-ken","865000",""
"1992","20000","Nagano-ken","2169000",""
"1992","21000","Gifu-ken","2082000",""
"1992","22000","Shizuoka-ken","3704000",""
"1992","23000","Aichi-ken","6776000",""
"1992","24000","Mie-ken","1814000",""
"1992","25000","Shiga-ken","1248000",""
"1992","26000","Kyoto-fu","2615000",""
"1992","27000","Osaka-fu","8761000",""
"1992","28000","Hyogo-ken","5443000",""
"1992","29000","Nara-ken","1400000",""
"1992","30000","Wakayama-ken","1076000",""
"1992","31000","Tottori-ken","615000",""
"1992","32000","Shimane-ken","775000",""
"1992","33000","Okayama-ken","1935000",""
"1992","34000","Hiroshima-ken","2867000",""
"1992","35000","Yamaguchi-ken","1565000",""
"1992","36000","Tokushima-ken","830000",""
"1992","37000","Kagawa-ken","1024000",""
"1992","38000","Ehime-ken","1511000",""
"1992","39000","Kochi-ken","819000",""
"1992","40000","Fukuoka-ken","4859000",""
"1992","41000","Saga-ken","879000",""
"1992","42000","Nagasaki-ken","1552000",""
"1992","43000","Kumamoto-ken","1846000",""
"1992","44000","Oita-ken","1233000",""
"1992","45000","Miyazaki-ken","1167000",""
"1992","46000","Kagoshima-ken","1789000",""
"1992","47000","Okinawa-ken","1239000",""
"1993","00000","Japan","124938000",""
"1993","01000","Hokkaido","5669000",""
"1993","02000","Aomori-ken","1476000",""
"1993","03000","Iwate-ken","1417000",""
"1993","04000","Miyagi-ken","2299000",""
"1993","05000","Akita-ken","1217000",""
"1993","06000","Yamagata-ken","1256000",""
"1993","07000","Fukushima-ken","2123000",""
"1993","08000","Ibaraki-ken","2920000",""
"1993","09000","Tochigi-ken","1969000",""
"1993","10000","Gumma-ken","1990000",""
"1993","11000","Saitama-ken","6640000",""
"1993","12000","Chiba-ken","5731000",""
"1993","13000","Tokyo-to","11849000",""
"1993","14000","Kanagawa-ken","8166000",""
"1993","15000","Niigata-ken","2479000",""
"1993","16000","Toyama-ken","1121000",""
"1993","17000","Ishikawa-ken","1173000",""
"1993","18000","Fukui-ken","824000",""
"1993","19000","Yamanashi-ken","871000",""
"1993","20000","Nagano-ken","2175000",""
"1993","21000","Gifu-ken","2089000",""
"1993","22000","Shizuoka-ken","3716000",""
"1993","23000","Aichi-ken","6810000",""
"1993","24000","Mie-ken","1823000",""
"1993","25000","Shiga-ken","1261000",""
"1993","26000","Kyoto-fu","2618000",""
"1993","27000","Osaka-fu","8762000",""
"1993","28000","Hyogo-ken","5457000",""
"1993","29000","Nara-ken","1412000",""
"1993","30000","Wakayama-ken","1077000",""
"1993","31000","Tottori-ken","614000",""
"1993","32000","Shimane-ken","773000",""
"1993","33000","Okayama-ken","1940000",""
"1993","34000","Hiroshima-ken","2873000",""
"1993","35000","Yamaguchi-ken","1561000",""
"1993","36000","Tokushima-ken","831000",""
"1993","37000","Kagawa-ken","1025000",""
"1993","38000","Ehime-ken","1508000",""
"1993","39000","Kochi-ken","817000",""
"1993","40000","Fukuoka-ken","4885000",""
"1993","41000","Saga-ken","880000",""
"1993","42000","Nagasaki-ken","1550000",""
"1993","43000","Kumamoto-ken","1850000",""
"1993","44000","Oita-ken","1231000",""
"1993","45000","Miyazaki-ken","1171000",""
"1993","46000","Kagoshima-ken","1788000",""
"1993","47000","Okinawa-ken","1250000",""
"1994","00000","Japan","125265000",""
"1994","01000","Hokkaido","5681000",""
"1994","02000","Aomori-ken","1480000",""
"1994","03000","Iwate-ken","1418000",""
"1994","04000","Miyagi-ken","2313000",""
"1994","05000","Akita-ken","1216000",""
"1994","06000","Yamagata-ken","1256000",""
"1994","07000","Fukushima-ken","2129000",""
"1994","08000","Ibaraki-ken","2940000",""
"1994","09000","Tochigi-ken","1977000",""
"1994","10000","Gumma-ken","1996000",""
"1994","11000","Saitama-ken","6703000",""
"1994","12000","Chiba-ken","5767000",""
"1994","13000","Tokyo-to","11796000",""
"1994","14000","Kanagawa-ken","8207000",""
"1994","15000","Niigata-ken","2484000",""
"1994","16000","Toyama-ken","1121000",""
"1994","17000","Ishikawa-ken","1176000",""
"1994","18000","Fukui-ken","825000",""
"1994","19000","Yamanashi-ken","877000",""
"1994","20000","Nagano-ken","2184000",""
"1994","21000","Gifu-ken","2095000",""
"1994","22000","Shizuoka-ken","3729000",""
"1994","23000","Aichi-ken","6839000",""
"1994","24000","Mie-ken","1833000",""
"1994","25000","Shiga-ken","1273000",""
"1994","26000","Kyoto-fu","2622000",""
"1994","27000","Osaka-fu","8759000",""
"1994","28000","Hyogo-ken","5469000",""
"1994","29000","Nara-ken","1420000",""
"1994","30000","Wakayama-ken","1080000",""
"1994","31000","Tottori-ken","614000",""
"1994","32000","Shimane-ken","772000",""
"1994","33000","Okayama-ken","1945000",""
"1994","34000","Hiroshima-ken","2877000",""
"1994","35000","Yamaguchi-ken","1559000",""
"1994","36000","Tokushima-ken","830000",""
"1994","37000","Kagawa-ken","1026000",""
"1994","38000","Ehime-ken","1508000",""
"1994","39000","Kochi-ken","817000",""
"1994","40000","Fukuoka-ken","4909000",""
"1994","41000","Saga-ken","883000",""
"1994","42000","Nagasaki-ken","1549000",""
"1994","43000","Kumamoto-ken","1855000",""
"1994","44000","Oita-ken","1232000",""
"1994","45000","Miyazaki-ken","1174000",""
"1994","46000","Kagoshima-ken","1791000",""
"1994","47000","Okinawa-ken","1262000",""
"1995","00000","Japan","125570246","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1995","01000","Hokkaido","5692321",""
"1995","02000","Aomori-ken","1481663",""
"1995","03000","Iwate-ken","1419505",""
"1995","04000","Miyagi-ken","2328739",""
"1995","05000","Akita-ken","1213667",""
"1995","06000","Yamagata-ken","1256958",""
"1995","07000","Fukushima-ken","2133592",""
"1995","08000","Ibaraki-ken","2955530",""
"1995","09000","Tochigi-ken","1984390",""
"1995","10000","Gumma-ken","2003540",""
"1995","11000","Saitama-ken","6759311",""
"1995","12000","Chiba-ken","5797782",""
"1995","13000","Tokyo-to","11773605",""
"1995","14000","Kanagawa-ken","8245900",""
"1995","15000","Niigata-ken","2488364",""
"1995","16000","Toyama-ken","1123125",""
"1995","17000","Ishikawa-ken","1180068",""
"1995","18000","Fukui-ken","826996",""
"1995","19000","Yamanashi-ken","881996",""
"1995","20000","Nagano-ken","2193984",""
"1995","21000","Gifu-ken","2100315",""
"1995","22000","Shizuoka-ken","3737689",""
"1995","23000","Aichi-ken","6868336",""
"1995","24000","Mie-ken","1841358",""
"1995","25000","Shiga-ken","1287005",""
"1995","26000","Kyoto-fu","2629592",""
"1995","27000","Osaka-fu","8797268",""
"1995","28000","Hyogo-ken","5401877",""
"1995","29000","Nara-ken","1430862",""
"1995","30000","Wakayama-ken","1080435",""
"1995","31000","Tottori-ken","614929",""
"1995","32000","Shimane-ken","771441",""
"1995","33000","Okayama-ken","1950750",""
"1995","34000","Hiroshima-ken","2881748",""
"1995","35000","Yamaguchi-ken","1555543",""
"1995","36000","Tokushima-ken","832427",""
"1995","37000","Kagawa-ken","1027006",""
"1995","38000","Ehime-ken","1506700",""
"1995","39000","Kochi-ken","816704",""
"1995","40000","Fukuoka-ken","4933393",""
"1995","41000","Saga-ken","884316",""
"1995","42000","Nagasaki-ken","1544934",""
"1995","43000","Kumamoto-ken","1859793",""
"1995","44000","Oita-ken","1231306",""
"1995","45000","Miyazaki-ken","1175819",""
"1995","46000","Kagoshima-ken","1794224",""
"1995","47000","Okinawa-ken","1273440",""
"1996","00000","Japan","125859000",""
"1996","01000","Hokkaido","5697000",""
"1996","02000","Aomori-ken","1483000",""
"1996","03000","Iwate-ken","1420000",""
"1996","04000","Miyagi-ken","2338000",""
"1996","05000","Akita-ken","1210000",""
"1996","06000","Yamagata-ken","1255000",""
"1996","07000","Fukushima-ken","2134000",""
"1996","08000","Ibaraki-ken","2966000",""
"1996","09000","Tochigi-ken","1991000",""
"1996","10000","Gumma-ken","2009000",""
"1996","11000","Saitama-ken","6804000",""
"1996","12000","Chiba-ken","5817000",""
"1996","13000","Tokyo-to","11808000",""
"1996","14000","Kanagawa-ken","8279000",""
"1996","15000","Niigata-ken","2490000",""
"1996","16000","Toyama-ken","1125000",""
"1996","17000","Ishikawa-ken","1181000",""
"1996","18000","Fukui-ken","828000",""
"1996","19000","Yamanashi-ken","885000",""
"1996","20000","Nagano-ken","2203000",""
"1996","21000","Gifu-ken","2104000",""
"1996","22000","Shizuoka-ken","3745000",""
"1996","23000","Aichi-ken","6897000",""
"1996","24000","Mie-ken","1846000",""
"1996","25000","Shiga-ken","1298000",""
"1996","26000","Kyoto-fu","2634000",""
"1996","27000","Osaka-fu","8807000",""
"1996","28000","Hyogo-ken","5421000",""
"1996","29000","Nara-ken","1437000",""
"1996","30000","Wakayama-ken","1079000",""
"1996","31000","Tottori-ken","615000",""
"1996","32000","Shimane-ken","770000",""
"1996","33000","Okayama-ken","1951000",""
"1996","34000","Hiroshima-ken","2881000",""
"1996","35000","Yamaguchi-ken","1550000",""
"1996","36000","Tokushima-ken","831000",""
"1996","37000","Kagawa-ken","1027000",""
"1996","38000","Ehime-ken","1505000",""
"1996","39000","Kochi-ken","816000",""
"1996","40000","Fukuoka-ken","4952000",""
"1996","41000","Saga-ken","884000",""
"1996","42000","Nagasaki-ken","1540000",""
"1996","43000","Kumamoto-ken","1861000",""
"1996","44000","Oita-ken","1230000",""
"1996","45000","Miyazaki-ken","1177000",""
"1996","46000","Kagoshima-ken","1793000",""
"1996","47000","Okinawa-ken","1282000",""
"1997","00000","Japan","126157000",""
"1997","01000","Hokkaido","5699000",""
"1997","02000","Aomori-ken","1481000",""
"1997","03000","Iwate-ken","1419000",""
"1997","04000","Miyagi-ken","2348000",""
"1997","05000","Akita-ken","1205000",""
"1997","06000","Yamagata-ken","1253000",""
"1997","07000","Fukushima-ken","2134000",""
"1997","08000","Ibaraki-ken","2973000",""
"1997","09000","Tochigi-ken","1996000",""
"1997","10000","Gumma-ken","2013000",""
"1997","11000","Saitama-ken","6841000",""
"1997","12000","Chiba-ken","5839000",""
"1997","13000","Tokyo-to","11881000",""
"1997","14000","Kanagawa-ken","8319000",""
"1997","15000","Niigata-ken","2490000",""
"1997","16000","Toyama-ken","1124000",""
"1997","17000","Ishikawa-ken","1181000",""
"1997","18000","Fukui-ken","828000",""
"1997","19000","Yamanashi-ken","886000",""
"1997","20000","Nagano-ken","2207000",""
"1997","21000","Gifu-ken","2106000",""
"1997","22000","Shizuoka-ken","3752000",""
"1997","23000","Aichi-ken","6931000",""
"1997","24000","Mie-ken","1851000",""
"1997","25000","Shiga-ken","1310000",""
"1997","26000","Kyoto-fu","2638000",""
"1997","27000","Osaka-fu","8808000",""
"1997","28000","Hyogo-ken","5455000",""
"1997","29000","Nara-ken","1442000",""
"1997","30000","Wakayama-ken","1078000",""
"1997","31000","Tottori-ken","614000",""
"1997","32000","Shimane-ken","768000",""
"1997","33000","Okayama-ken","1952000",""
"1997","34000","Hiroshima-ken","2882000",""
"1997","35000","Yamaguchi-ken","1545000",""
"1997","36000","Tokushima-ken","830000",""
"1997","37000","Kagawa-ken","1026000",""
"1997","38000","Ehime-ken","1503000",""
"1997","39000","Kochi-ken","816000",""
"1997","40000","Fukuoka-ken","4971000",""
"1997","41000","Saga-ken","882000",""
"1997","42000","Nagasaki-ken","1533000",""
"1997","43000","Kumamoto-ken","1861000",""
"1997","44000","Oita-ken","1228000",""
"1997","45000","Miyazaki-ken","1175000",""
"1997","46000","Kagoshima-ken","1792000",""
"1997","47000","Okinawa-ken","1289000",""
"1998","00000","Japan","126472000",""
"1998","01000","Hokkaido","5695000",""
"1998","02000","Aomori-ken","1479000",""
"1998","03000","Iwate-ken","1419000",""
"1998","04000","Miyagi-ken","2355000",""
"1998","05000","Akita-ken","1200000",""
"1998","06000","Yamagata-ken","1251000",""
"1998","07000","Fukushima-ken","2132000",""
"1998","08000","Ibaraki-ken","2980000",""
"1998","09000","Tochigi-ken","2001000",""
"1998","10000","Gumma-ken","2017000",""
"1998","11000","Saitama-ken","6877000",""
"1998","12000","Chiba-ken","5867000",""
"1998","13000","Tokyo-to","11939000",""
"1998","14000","Kanagawa-ken","8383000",""
"1998","15000","Niigata-ken","2488000",""
"1998","16000","Toyama-ken","1124000",""
"1998","17000","Ishikawa-ken","1181000",""
"1998","18000","Fukui-ken","828000",""
"1998","19000","Yamanashi-ken","888000",""
"1998","20000","Nagano-ken","2210000",""
"1998","21000","Gifu-ken","2108000",""
"1998","22000","Shizuoka-ken","3758000",""
"1998","23000","Aichi-ken","6973000",""
"1998","24000","Mie-ken","1855000",""
"1998","25000","Shiga-ken","1323000",""
"1998","26000","Kyoto-fu","2643000",""
"1998","27000","Osaka-fu","8813000",""
"1998","28000","Hyogo-ken","5494000",""
"1998","29000","Nara-ken","1443000",""
"1998","30000","Wakayama-ken","1076000",""
"1998","31000","Tottori-ken","615000",""
"1998","32000","Shimane-ken","765000",""
"1998","33000","Okayama-ken","1953000",""
"1998","34000","Hiroshima-ken","2882000",""
"1998","35000","Yamaguchi-ken","1540000",""
"1998","36000","Tokushima-ken","829000",""
"1998","37000","Kagawa-ken","1025000",""
"1998","38000","Ehime-ken","1501000",""
"1998","39000","Kochi-ken","816000",""
"1998","40000","Fukuoka-ken","4990000",""
"1998","41000","Saga-ken","881000",""
"1998","42000","Nagasaki-ken","1526000",""
"1998","43000","Kumamoto-ken","1862000",""
"1998","44000","Oita-ken","1226000",""
"1998","45000","Miyazaki-ken","1173000",""
"1998","46000","Kagoshima-ken","1790000",""
"1998","47000","Okinawa-ken","1298000",""
"1999","00000","Japan","126667000",""
"1999","01000","Hokkaido","5689000",""
"1999","02000","Aomori-ken","1477000",""
"1999","03000","Iwate-ken","1417000",""
"1999","04000","Miyagi-ken","2360000",""
"1999","05000","Akita-ken","1195000",""
"1999","06000","Yamagata-ken","1247000",""
"1999","07000","Fukushima-ken","2129000",""
"1999","08000","Ibaraki-ken","2981000",""
"1999","09000","Tochigi-ken","2003000",""
"1999","10000","Gumma-ken","2020000",""
"1999","11000","Saitama-ken","6906000",""
"1999","12000","Chiba-ken","5893000",""
"1999","13000","Tokyo-to","11983000",""
"1999","14000","Kanagawa-ken","8432000",""
"1999","15000","Niigata-ken","2482000",""
"1999","16000","Toyama-ken","1122000",""
"1999","17000","Ishikawa-ken","1180000",""
"1999","18000","Fukui-ken","828000",""
"1999","19000","Yamanashi-ken","887000",""
"1999","20000","Nagano-ken","2210000",""
"1999","21000","Gifu-ken","2107000",""
"1999","22000","Shizuoka-ken","3761000",""
"1999","23000","Aichi-ken","7006000",""
"1999","24000","Mie-ken","1856000",""
"1999","25000","Shiga-ken","1332000",""
"1999","26000","Kyoto-fu","2645000",""
"1999","27000","Osaka-fu","8813000",""
"1999","28000","Hyogo-ken","5528000",""
"1999","29000","Nara-ken","1444000",""
"1999","30000","Wakayama-ken","1074000",""
"1999","31000","Tottori-ken","614000",""
"1999","32000","Shimane-ken","763000",""
"1999","33000","Okayama-ken","1953000",""
"1999","34000","Hiroshima-ken","2881000",""
"1999","35000","Yamaguchi-ken","1535000",""
"1999","36000","Tokushima-ken","827000",""
"1999","37000","Kagawa-ken","1025000",""
"1999","38000","Ehime-ken","1496000",""
"1999","39000","Kochi-ken","815000",""
"1999","40000","Fukuoka-ken","5002000",""
"1999","41000","Saga-ken","879000",""
"1999","42000","Nagasaki-ken","1520000",""
"1999","43000","Kumamoto-ken","1861000",""
"1999","44000","Oita-ken","1224000",""
"1999","45000","Miyazaki-ken","1172000",""
"1999","46000","Kagoshima-ken","1788000",""
"1999","47000","Okinawa-ken","1308000",""
"2000","00000","Japan","126925843","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"2000","01000","Hokkaido","5683062",""
"2000","02000","Aomori-ken","1475728",""
"2000","03000","Iwate-ken","1416180",""
"2000","04000","Miyagi-ken","2365320",""
"2000","05000","Akita-ken","1189279",""
"2000","06000","Yamagata-ken","1244147",""
"2000","07000","Fukushima-ken","2126935",""
"2000","08000","Ibaraki-ken","2985676",""
"2000","09000","Tochigi-ken","2004817",""
"2000","10000","Gumma-ken","2024852",""
"2000","11000","Saitama-ken","6938006",""
"2000","12000","Chiba-ken","5926285",""
"2000","13000","Tokyo-to","12064101",""
"2000","14000","Kanagawa-ken","8489974",""
"2000","15000","Niigata-ken","2475733",""
"2000","16000","Toyama-ken","1120851",""
"2000","17000","Ishikawa-ken","1180977",""
"2000","18000","Fukui-ken","828944",""
"2000","19000","Yamanashi-ken","888172",""
"2000","20000","Nagano-ken","2215168",""
"2000","21000","Gifu-ken","2107700",""
"2000","22000","Shizuoka-ken","3767393",""
"2000","23000","Aichi-ken","7043300",""
"2000","24000","Mie-ken","1857339",""
"2000","25000","Shiga-ken","1342832",""
"2000","26000","Kyoto-fu","2644391",""
"2000","27000","Osaka-fu","8805081",""
"2000","28000","Hyogo-ken","5550574",""
"2000","29000","Nara-ken","1442795",""
"2000","30000","Wakayama-ken","1069912",""
"2000","31000","Tottori-ken","613289",""
"2000","32000","Shimane-ken","761503",""
"2000","33000","Okayama-ken","1950828",""
"2000","34000","Hiroshima-ken","2878915",""
"2000","35000","Yamaguchi-ken","1527964",""
"2000","36000","Tokushima-ken","824108",""
"2000","37000","Kagawa-ken","1022890",""
"2000","38000","Ehime-ken","1493092",""
"2000","39000","Kochi-ken","813949",""
"2000","40000","Fukuoka-ken","5015699",""
"2000","41000","Saga-ken","876654",""
"2000","42000","Nagasaki-ken","1516523",""
"2000","43000","Kumamoto-ken","1859344",""
"2000","44000","Oita-ken","1221140",""
"2000","45000","Miyazaki-ken","1170007",""
"2000","46000","Kagoshima-ken","1786194",""
"2000","47000","Okinawa-ken","1318220",""
"2001","00000","Japan","127316000",""
"2001","01000","Hokkaido","5680000",""
"2001","02000","Aomori-ken","1473000",""
"2001","03000","Iwate-ken","1413000",""
"2001","04000","Miyagi-ken","2369000",""
"2001","05000","Akita-ken","1183000",""
"2001","06000","Yamagata-ken","1241000",""
"2001","07000","Fukushima-ken","2124000",""
"2001","08000","Ibaraki-ken","2990000",""
"2001","09000","Tochigi-ken","2011000",""
"2001","10000","Gumma-ken","2029000",""
"2001","11000","Saitama-ken","6977000",""
"2001","12000","Chiba-ken","5970000",""
"2001","13000","Tokyo-to","12165000",""
"2001","14000","Kanagawa-ken","8575000",""
"2001","15000","Niigata-ken","2471000",""
"2001","16000","Toyama-ken","1120000",""
"2001","17000","Ishikawa-ken","1182000",""
"2001","18000","Fukui-ken","830000",""
"2001","19000","Yamanashi-ken","890000",""
"2001","20000","Nagano-ken","2222000",""
"2001","21000","Gifu-ken","2111000",""
"2001","22000","Shizuoka-ken","3780000",""
"2001","23000","Aichi-ken","7091000",""
"2001","24000","Mie-ken","1862000",""
"2001","25000","Shiga-ken","1354000",""
"2001","26000","Kyoto-fu","2649000",""
"2001","27000","Osaka-fu","8821000",""
"2001","28000","Hyogo-ken","5572000",""
"2001","29000","Nara-ken","1442000",""
"2001","30000","Wakayama-ken","1065000",""
"2001","31000","Tottori-ken","613000",""
"2001","32000","Shimane-ken","760000",""
"2001","33000","Okayama-ken","1954000",""
"2001","34000","Hiroshima-ken","2880000",""
"2001","35000","Yamaguchi-ken","1523000",""
"2001","36000","Tokushima-ken","822000",""
"2001","37000","Kagawa-ken","1022000",""
"2001","38000","Ehime-ken","1490000",""
"2001","39000","Kochi-ken","812000",""
"2001","40000","Fukuoka-ken","5030000",""
"2001","41000","Saga-ken","876000",""
"2001","42000","Nagasaki-ken","1512000",""
"2001","43000","Kumamoto-ken","1860000",""
"2001","44000","Oita-ken","1220000",""
"2001","45000","Miyazaki-ken","1168000",""
"2001","46000","Kagoshima-ken","1782000",""
"2001","47000","Okinawa-ken","1327000",""
"2002","00000","Japan","127486000",""
"2002","01000","Hokkaido","5672000",""
"2002","02000","Aomori-ken","1467000",""
"2002","03000","Iwate-ken","1407000",""
"2002","04000","Miyagi-ken","2369000",""
"2002","05000","Akita-ken","1175000",""
"2002","06000","Yamagata-ken","1236000",""
"2002","07000","Fukushima-ken","2118000",""
"2002","08000","Ibaraki-ken","2987000",""
"2002","09000","Tochigi-ken","2012000",""
"2002","10000","Gumma-ken","2030000",""
"2002","11000","Saitama-ken","7000000",""
"2002","12000","Chiba-ken","5998000",""
